Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,389,13689,14078,Pinlebu,MMR005026
 Grade 1,157,4001,4158,Pinlebu,MMR005026
 Grade 2,270,5312,5582,Pinlebu,MMR005026
 Grade 3,293,7507,7800,Pinlebu,MMR005026
 Grade 4,635,11546,12181,Pinlebu,MMR005026
 Grade 5,1027,30191,31218,Pinlebu,MMR005026
 Grade 6,335,4676,5011,Pinlebu,MMR005026
 Grade 7,340,3900,4240,Pinlebu,MMR005026
 Grade 8,395,3707,4102,Pinlebu,MMR005026
 Grade 9,357,2074,2431,Pinlebu,MMR005026
 Grade 10,613,2620,3233,Pinlebu,MMR005026
 Grade 11,361,1043,1404,Pinlebu,MMR005026
 College,337,1156,1493,Pinlebu,MMR005026
 Vocational training,8,33,41,Pinlebu,MMR005026
 Undergraduate diploma,14,105,119,Pinlebu,MMR005026
 Graduate,815,1550,2365,Pinlebu,MMR005026
 Postgraduate diploma,19,28,47,Pinlebu,MMR005026
 Master degree,11,8,19,Pinlebu,MMR005026
 PhD,-,1,1,Pinlebu,MMR005026
 Other,47,384,431,Pinlebu,MMR005026
 Total,6423,93531,99954,Pinlebu,MMR005026
