Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,3965,22919,26884,Myauk U,MMR012003
 Grade 1,1274,6970,8244,Myauk U,MMR012003
 Grade 2,2166,10211,12377,Myauk U,MMR012003
 Grade 3,2966,15702,18668,Myauk U,MMR012003
 Grade 4,4326,19196,23522,Myauk U,MMR012003
 Grade 5,4921,30338,35259,Myauk U,MMR012003
 Grade 6,2170,9020,11190,Myauk U,MMR012003
 Grade 7,1788,6553,8341,Myauk U,MMR012003
 Grade 8,1855,5850,7705,Myauk U,MMR012003
 Grade 9,1903,5658,7561,Myauk U,MMR012003
 Grade 10,1388,2105,3493,Myauk U,MMR012003
 Grade 11,1923,3343,5266,Myauk U,MMR012003
 College,604,719,1323,Myauk U,MMR012003
 Vocational training,50,73,123,Myauk U,MMR012003
 Undergraduate diploma,124,194,318,Myauk U,MMR012003
 Graduate,1841,1175,3016,Myauk U,MMR012003
 Postgraduate diploma,35,46,81,Myauk U,MMR012003
 Master degree,18,15,33,Myauk U,MMR012003
 PhD,1,1,2,Myauk U,MMR012003
 Other,121,75,196,Myauk U,MMR012003
 Total,33439,140163,173602,Myauk U,MMR012003
