Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1534,5585,7119,Ottarathiri,MMR018008
 Grade 1,737,1919,2656,Ottarathiri,MMR018008
 Grade 2,922,2769,3691,Ottarathiri,MMR018008
 Grade 3,1362,4694,6056,Ottarathiri,MMR018008
 Grade 4,1881,6063,7944,Ottarathiri,MMR018008
 Grade 5,4456,11450,15906,Ottarathiri,MMR018008
 Grade 6,1504,3174,4678,Ottarathiri,MMR018008
 Grade 7,1063,2591,3654,Ottarathiri,MMR018008
 Grade 8,1178,2466,3644,Ottarathiri,MMR018008
 Grade 9,1455,2644,4099,Ottarathiri,MMR018008
 Grade 10,1275,2194,3469,Ottarathiri,MMR018008
 Grade 11,1584,2141,3725,Ottarathiri,MMR018008
 College,572,850,1422,Ottarathiri,MMR018008
 Vocational training,24,47,71,Ottarathiri,MMR018008
 Undergraduate diploma,76,119,195,Ottarathiri,MMR018008
 Graduate,1837,1571,3408,Ottarathiri,MMR018008
 Postgraduate diploma,41,39,80,Ottarathiri,MMR018008
 Master degree,76,95,171,Ottarathiri,MMR018008
 PhD,13,2,15,Ottarathiri,MMR018008
 Other,54,1343,1397,Ottarathiri,MMR018008
 Total,21644,51756,73400,Ottarathiri,MMR018008
