Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1726,-,1726,Kamayut,MMR013041
 Grade 1,879,-,879,Kamayut,MMR013041
 Grade 2,1136,-,1136,Kamayut,MMR013041
 Grade 3,1645,-,1645,Kamayut,MMR013041
 Grade 4,2558,-,2558,Kamayut,MMR013041
 Grade 5,5385,-,5385,Kamayut,MMR013041
 Grade 6,3274,-,3274,Kamayut,MMR013041
 Grade 7,2495,-,2495,Kamayut,MMR013041
 Grade 8,3461,-,3461,Kamayut,MMR013041
 Grade 9,4927,-,4927,Kamayut,MMR013041
 Grade 10,5589,-,5589,Kamayut,MMR013041
 Grade 11,11172,-,11172,Kamayut,MMR013041
 College,6872,-,6872,Kamayut,MMR013041
 Vocational training,414,-,414,Kamayut,MMR013041
 Undergraduate diploma,646,-,646,Kamayut,MMR013041
 Graduate,25864,-,25864,Kamayut,MMR013041
 Postgraduate diploma,1163,-,1163,Kamayut,MMR013041
 Master degree,1379,-,1379,Kamayut,MMR013041
 PhD,470,-,470,Kamayut,MMR013041
 Other,321,-,321,Kamayut,MMR013041
 Total,81376,-,81376,Kamayut,MMR013041
