Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,3299,16217,19516,Phakant,MMR001009
 Grade 1,1056,4938,5994,Phakant,MMR001009
 Grade 2,1305,6797,8102,Phakant,MMR001009
 Grade 3,2093,11012,13105,Phakant,MMR001009
 Grade 4,4265,19337,23602,Phakant,MMR001009
 Grade 5,8549,39946,48495,Phakant,MMR001009
 Grade 6,4839,20921,25760,Phakant,MMR001009
 Grade 7,4137,17486,21623,Phakant,MMR001009
 Grade 8,5297,19428,24725,Phakant,MMR001009
 Grade 9,5825,22285,28110,Phakant,MMR001009
 Grade 10,5330,18032,23362,Phakant,MMR001009
 Grade 11,5036,19961,24997,Phakant,MMR001009
 College,2124,5978,8102,Phakant,MMR001009
 Vocational training,62,142,204,Phakant,MMR001009
 Undergraduate diploma,127,422,549,Phakant,MMR001009
 Graduate,2883,8553,11436,Phakant,MMR001009
 Postgraduate diploma,35,156,191,Phakant,MMR001009
 Master degree,29,107,136,Phakant,MMR001009
 PhD,9,11,20,Phakant,MMR001009
 Other,57,829,886,Phakant,MMR001009
 Total,56357,232558,288915,Phakant,MMR001009
