Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2990,27414,30404,Maubin,MMR017019
 Grade 1,1042,10998,12040,Maubin,MMR017019
 Grade 2,1438,14097,15535,Maubin,MMR017019
 Grade 3,2243,22647,24890,Maubin,MMR017019
 Grade 4,3253,26997,30250,Maubin,MMR017019
 Grade 5,5767,72606,78373,Maubin,MMR017019
 Grade 6,2505,14528,17033,Maubin,MMR017019
 Grade 7,1989,11117,13106,Maubin,MMR017019
 Grade 8,2294,10279,12573,Maubin,MMR017019
 Grade 9,2881,10294,13175,Maubin,MMR017019
 Grade 10,3346,7227,10573,Maubin,MMR017019
 Grade 11,3449,9126,12575,Maubin,MMR017019
 College,1958,2373,4331,Maubin,MMR017019
 Vocational training,171,130,301,Maubin,MMR017019
 Undergraduate diploma,416,256,672,Maubin,MMR017019
 Graduate,4107,3744,7851,Maubin,MMR017019
 Postgraduate diploma,151,126,277,Maubin,MMR017019
 Master degree,130,86,216,Maubin,MMR017019
 PhD,21,15,36,Maubin,MMR017019
 Other,33,614,647,Maubin,MMR017019
 Total,40184,244674,284858,Maubin,MMR017019
