Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1116,5971,7087,Matupi,MMR004007
 Grade 1,343,1197,1540,Matupi,MMR004007
 Grade 2,289,1351,1640,Matupi,MMR004007
 Grade 3,331,1557,1888,Matupi,MMR004007
 Grade 4,458,2216,2674,Matupi,MMR004007
 Grade 5,660,3408,4068,Matupi,MMR004007
 Grade 6,351,1501,1852,Matupi,MMR004007
 Grade 7,375,1391,1766,Matupi,MMR004007
 Grade 8,462,1510,1972,Matupi,MMR004007
 Grade 9,533,2017,2550,Matupi,MMR004007
 Grade 10,999,1965,2964,Matupi,MMR004007
 Grade 11,759,1495,2254,Matupi,MMR004007
 College,254,289,543,Matupi,MMR004007
 Vocational training,17,7,24,Matupi,MMR004007
 Undergraduate diploma,40,61,101,Matupi,MMR004007
 Graduate,652,289,941,Matupi,MMR004007
 Postgraduate diploma,19,19,38,Matupi,MMR004007
 Master degree,15,13,28,Matupi,MMR004007
 PhD,3,1,4,Matupi,MMR004007
 Other,8,7,15,Matupi,MMR004007
 Total,7684,26265,33949,Matupi,MMR004007
