Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1603,30127,31730,Madaya,MMR010009
 Grade 1,532,6211,6743,Madaya,MMR010009
 Grade 2,596,10233,10829,Madaya,MMR010009
 Grade 3,933,15056,15989,Madaya,MMR010009
 Grade 4,1630,28645,30275,Madaya,MMR010009
 Grade 5,4112,53942,58054,Madaya,MMR010009
 Grade 6,1436,13703,15139,Madaya,MMR010009
 Grade 7,1219,11587,12806,Madaya,MMR010009
 Grade 8,1468,11644,13112,Madaya,MMR010009
 Grade 9,1553,9941,11494,Madaya,MMR010009
 Grade 10,1280,7385,8665,Madaya,MMR010009
 Grade 11,2330,5282,7612,Madaya,MMR010009
 College,897,2617,3514,Madaya,MMR010009
 Vocational training,49,190,239,Madaya,MMR010009
 Undergraduate diploma,80,394,474,Madaya,MMR010009
 Graduate,2391,4634,7025,Madaya,MMR010009
 Postgraduate diploma,53,97,150,Madaya,MMR010009
 Master degree,35,72,107,Madaya,MMR010009
 PhD,13,4,17,Madaya,MMR010009
 Other,209,332,541,Madaya,MMR010009
 Total,22419,212096,234515,Madaya,MMR010009
