Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,606,2005,2611,Hsadone(ST),MMR001002
 Grade 1,123,343,466,Hsadone(ST),MMR001002
 Grade 2,154,448,602,Hsadone(ST),MMR001002
 Grade 3,209,537,746,Hsadone(ST),MMR001002
 Grade 4,224,510,734,Hsadone(ST),MMR001002
 Grade 5,351,582,933,Hsadone(ST),MMR001002
 Grade 6,268,402,670,Hsadone(ST),MMR001002
 Grade 7,202,327,529,Hsadone(ST),MMR001002
 Grade 8,184,285,469,Hsadone(ST),MMR001002
 Grade 9,214,286,500,Hsadone(ST),MMR001002
 Grade 10,258,238,496,Hsadone(ST),MMR001002
 Grade 11,249,159,408,Hsadone(ST),MMR001002
 College,73,76,149,Hsadone(ST),MMR001002
 Vocational training,-,2,2,Hsadone(ST),MMR001002
 Undergraduate diploma,4,6,10,Hsadone(ST),MMR001002
 Graduate,71,34,105,Hsadone(ST),MMR001002
 Postgraduate diploma,19,3,22,Hsadone(ST),MMR001002
 Other,2,3,5,Hsadone(ST),MMR001002
 Total,3211,6246,9457,Hsadone(ST),MMR001002
