Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2981,14703,17684,Kyaikto,MMR011009
 Grade 1,1387,7130,8517,Kyaikto,MMR011009
 Grade 2,2006,9677,11683,Kyaikto,MMR011009
 Grade 3,2731,14377,17108,Kyaikto,MMR011009
 Grade 4,3606,16113,19719,Kyaikto,MMR011009
 Grade 5,4282,23338,27620,Kyaikto,MMR011009
 Grade 6,1783,8475,10258,Kyaikto,MMR011009
 Grade 7,1642,6553,8195,Kyaikto,MMR011009
 Grade 8,1804,6454,8258,Kyaikto,MMR011009
 Grade 9,1789,6709,8498,Kyaikto,MMR011009
 Grade 10,2386,5839,8225,Kyaikto,MMR011009
 Grade 11,1977,6436,8413,Kyaikto,MMR011009
 College,952,2383,3335,Kyaikto,MMR011009
 Vocational training,41,111,152,Kyaikto,MMR011009
 Undergraduate diploma,99,218,317,Kyaikto,MMR011009
 Graduate,2321,4023,6344,Kyaikto,MMR011009
 Postgraduate diploma,43,104,147,Kyaikto,MMR011009
 Master degree,15,71,86,Kyaikto,MMR011009
 PhD,2,14,16,Kyaikto,MMR011009
 Other,357,1451,1808,Kyaikto,MMR011009
 Total,32204,134179,166383,Kyaikto,MMR011009
