Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1430,16353,17783,Ponnagyun,MMR012002
 Grade 1,378,5419,5797,Ponnagyun,MMR012002
 Grade 2,727,7987,8714,Ponnagyun,MMR012002
 Grade 3,1029,12404,13433,Ponnagyun,MMR012002
 Grade 4,1308,17156,18464,Ponnagyun,MMR012002
 Grade 5,1597,21781,23378,Ponnagyun,MMR012002
 Grade 6,637,6351,6988,Ponnagyun,MMR012002
 Grade 7,571,4824,5395,Ponnagyun,MMR012002
 Grade 8,554,4112,4666,Ponnagyun,MMR012002
 Grade 9,669,3660,4329,Ponnagyun,MMR012002
 Grade 10,545,1826,2371,Ponnagyun,MMR012002
 Grade 11,757,2387,3144,Ponnagyun,MMR012002
 College,378,649,1027,Ponnagyun,MMR012002
 Vocational training,40,38,78,Ponnagyun,MMR012002
 Undergraduate diploma,70,145,215,Ponnagyun,MMR012002
 Graduate,1001,1126,2127,Ponnagyun,MMR012002
 Postgraduate diploma,9,70,79,Ponnagyun,MMR012002
 Master degree,9,5,14,Ponnagyun,MMR012002
 Other,31,424,455,Ponnagyun,MMR012002
 Total,11740,106717,118457,Ponnagyun,MMR012002
