Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,974,22134,23108,Myanaung,MMR017011
 Grade 1,462,5839,6301,Myanaung,MMR017011
 Grade 2,629,8476,9105,Myanaung,MMR017011
 Grade 3,1038,13684,14722,Myanaung,MMR017011
 Grade 4,1614,20712,22326,Myanaung,MMR017011
 Grade 5,3850,47435,51285,Myanaung,MMR017011
 Grade 6,1200,10968,12168,Myanaung,MMR017011
 Grade 7,1075,8733,9808,Myanaung,MMR017011
 Grade 8,1370,8626,9996,Myanaung,MMR017011
 Grade 9,1694,8190,9884,Myanaung,MMR017011
 Grade 10,1845,7339,9184,Myanaung,MMR017011
 Grade 11,1961,6844,8805,Myanaung,MMR017011
 College,749,2140,2889,Myanaung,MMR017011
 Vocational training,41,130,171,Myanaung,MMR017011
 Undergraduate diploma,58,268,326,Myanaung,MMR017011
 Graduate,2207,3919,6126,Myanaung,MMR017011
 Postgraduate diploma,33,139,172,Myanaung,MMR017011
 Master degree,15,39,54,Myanaung,MMR017011
 PhD,1,5,6,Myanaung,MMR017011
 Other,276,4827,5103,Myanaung,MMR017011
 Total,21092,180447,201539,Myanaung,MMR017011
