Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,11870,6882,18752,Dala,MMR013030
 Grade 1,4903,3223,8126,Dala,MMR013030
 Grade 2,6740,4260,11000,Dala,MMR013030
 Grade 3,7725,5513,13238,Dala,MMR013030
 Grade 4,15087,10806,25893,Dala,MMR013030
 Grade 5,11160,4558,15718,Dala,MMR013030
 Grade 6,6678,2379,9057,Dala,MMR013030
 Grade 7,6607,2290,8897,Dala,MMR013030
 Grade 8,7686,2172,9858,Dala,MMR013030
 Grade 9,6902,2690,9592,Dala,MMR013030
 Grade 10,12611,1532,14143,Dala,MMR013030
 Grade 11,2185,384,2569,Dala,MMR013030
 College,2562,719,3281,Dala,MMR013030
 Vocational training,72,19,91,Dala,MMR013030
 Undergraduate diploma,150,61,211,Dala,MMR013030
 Graduate,4701,1101,5802,Dala,MMR013030
 Postgraduate diploma,106,22,128,Dala,MMR013030
 Master degree,64,14,78,Dala,MMR013030
 PhD,14,-,14,Dala,MMR013030
 Other,437,200,637,Dala,MMR013030
 Total,108260,48825,157085,Dala,MMR013030
