Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,402,28810,29212,Pwint Phyu,MMR009008
 Grade 1,120,3496,3616,Pwint Phyu,MMR009008
 Grade 2,172,5716,5888,Pwint Phyu,MMR009008
 Grade 3,296,9638,9934,Pwint Phyu,MMR009008
 Grade 4,400,12660,13060,Pwint Phyu,MMR009008
 Grade 5,818,34408,35226,Pwint Phyu,MMR009008
 Grade 6,341,8079,8420,Pwint Phyu,MMR009008
 Grade 7,315,6700,7015,Pwint Phyu,MMR009008
 Grade 8,370,7034,7404,Pwint Phyu,MMR009008
 Grade 9,374,7095,7469,Pwint Phyu,MMR009008
 Grade 10,448,6459,6907,Pwint Phyu,MMR009008
 Grade 11,720,6025,6745,Pwint Phyu,MMR009008
 College,218,2145,2363,Pwint Phyu,MMR009008
 Vocational training,36,232,268,Pwint Phyu,MMR009008
 Undergraduate diploma,62,352,414,Pwint Phyu,MMR009008
 Graduate,790,4382,5172,Pwint Phyu,MMR009008
 Postgraduate diploma,32,85,117,Pwint Phyu,MMR009008
 Master degree,10,101,111,Pwint Phyu,MMR009008
 PhD,-,8,8,Pwint Phyu,MMR009008
 Other,3,594,597,Pwint Phyu,MMR009008
 Total,5927,144019,149946,Pwint Phyu,MMR009008
