Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,7919,39004,46923,Tachileik,MMR016009
 Grade 1,1146,2927,4073,Tachileik,MMR016009
 Grade 2,1527,3191,4718,Tachileik,MMR016009
 Grade 3,2266,4020,6286,Tachileik,MMR016009
 Grade 4,3245,4522,7767,Tachileik,MMR016009
 Grade 5,5256,7356,12612,Tachileik,MMR016009
 Grade 6,3105,3922,7027,Tachileik,MMR016009
 Grade 7,2785,3193,5978,Tachileik,MMR016009
 Grade 8,3256,3220,6476,Tachileik,MMR016009
 Grade 9,3725,3767,7492,Tachileik,MMR016009
 Grade 10,4010,3288,7298,Tachileik,MMR016009
 Grade 11,4306,3650,7956,Tachileik,MMR016009
 College,1320,906,2226,Tachileik,MMR016009
 Vocational training,22,45,67,Tachileik,MMR016009
 Undergraduate diploma,130,146,276,Tachileik,MMR016009
 Graduate,2918,1644,4562,Tachileik,MMR016009
 Postgraduate diploma,54,10,64,Tachileik,MMR016009
 Master degree,36,27,63,Tachileik,MMR016009
 PhD,2,5,7,Tachileik,MMR016009
 Other,391,2298,2689,Tachileik,MMR016009
 Total,47419,87141,134560,Tachileik,MMR016009
