Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,577,5843,6420,Thegon,MMR008005
 Grade 1,413,2940,3353,Thegon,MMR008005
 Grade 2,599,5128,5727,Thegon,MMR008005
 Grade 3,824,8365,9189,Thegon,MMR008005
 Grade 4,2505,20065,22570,Thegon,MMR008005
 Grade 5,2279,32642,34921,Thegon,MMR008005
 Grade 6,834,5564,6398,Thegon,MMR008005
 Grade 7,898,5154,6052,Thegon,MMR008005
 Grade 8,1045,5438,6483,Thegon,MMR008005
 Grade 9,1140,4392,5532,Thegon,MMR008005
 Grade 10,1358,5148,6506,Thegon,MMR008005
 Grade 11,350,1535,1885,Thegon,MMR008005
 College,404,1082,1486,Thegon,MMR008005
 Vocational training,73,105,178,Thegon,MMR008005
 Undergraduate diploma,69,242,311,Thegon,MMR008005
 Graduate,1438,3102,4540,Thegon,MMR008005
 Postgraduate diploma,15,82,97,Thegon,MMR008005
 Master degree,7,32,39,Thegon,MMR008005
 PhD,2,4,6,Thegon,MMR008005
 Other,19,1522,1541,Thegon,MMR008005
 Total,14849,108385,123234,Thegon,MMR008005
