Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,10,302,312,Pannandin(ST),MMR001017
 Grade 1,5,111,116,Pannandin(ST),MMR001017
 Grade 2,8,103,111,Pannandin(ST),MMR001017
 Grade 3,10,125,135,Pannandin(ST),MMR001017
 Grade 4,15,130,145,Pannandin(ST),MMR001017
 Grade 5,8,196,204,Pannandin(ST),MMR001017
 Grade 6,10,83,93,Pannandin(ST),MMR001017
 Grade 7,3,63,66,Pannandin(ST),MMR001017
 Grade 8,5,64,69,Pannandin(ST),MMR001017
 Grade 9,4,53,57,Pannandin(ST),MMR001017
 Grade 10,18,90,108,Pannandin(ST),MMR001017
 Grade 11,8,26,34,Pannandin(ST),MMR001017
 College,1,4,5,Pannandin(ST),MMR001017
 Graduate,1,7,8,Pannandin(ST),MMR001017
 Total,106,1357,1463,Pannandin(ST),MMR001017
