Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1944,32922,34866,Pyawbwe,MMR010024
 Grade 1,720,6939,7659,Pyawbwe,MMR010024
 Grade 2,1172,9829,11001,Pyawbwe,MMR010024
 Grade 3,1474,15662,17136,Pyawbwe,MMR010024
 Grade 4,2981,28617,31598,Pyawbwe,MMR010024
 Grade 5,3951,54020,57971,Pyawbwe,MMR010024
 Grade 6,1716,12038,13754,Pyawbwe,MMR010024
 Grade 7,1771,10869,12640,Pyawbwe,MMR010024
 Grade 8,2333,10495,12828,Pyawbwe,MMR010024
 Grade 9,2080,8072,10152,Pyawbwe,MMR010024
 Grade 10,4162,9650,13812,Pyawbwe,MMR010024
 Grade 11,1064,2648,3712,Pyawbwe,MMR010024
 College,1101,2269,3370,Pyawbwe,MMR010024
 Vocational training,43,98,141,Pyawbwe,MMR010024
 Undergraduate diploma,129,276,405,Pyawbwe,MMR010024
 Graduate,2963,3328,6291,Pyawbwe,MMR010024
 Postgraduate diploma,56,58,114,Pyawbwe,MMR010024
 Master degree,33,77,110,Pyawbwe,MMR010024
 PhD,2,8,10,Pyawbwe,MMR010024
 Other,44,928,972,Pyawbwe,MMR010024
 Total,29739,208803,238542,Pyawbwe,MMR010024
