Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,435,15364,15799,Wetlet,MMR005006
 Grade 1,148,4910,5058,Wetlet,MMR005006
 Grade 2,294,10391,10685,Wetlet,MMR005006
 Grade 3,486,14907,15393,Wetlet,MMR005006
 Grade 4,713,25122,25835,Wetlet,MMR005006
 Grade 5,1702,43588,45290,Wetlet,MMR005006
 Grade 6,612,9917,10529,Wetlet,MMR005006
 Grade 7,524,8469,8993,Wetlet,MMR005006
 Grade 8,584,8089,8673,Wetlet,MMR005006
 Grade 9,634,7226,7860,Wetlet,MMR005006
 Grade 10,626,5778,6404,Wetlet,MMR005006
 Grade 11,959,4783,5742,Wetlet,MMR005006
 College,429,2378,2807,Wetlet,MMR005006
 Vocational training,355,122,477,Wetlet,MMR005006
 Undergraduate diploma,48,365,413,Wetlet,MMR005006
 Graduate,1437,4973,6410,Wetlet,MMR005006
 Postgraduate diploma,14,103,117,Wetlet,MMR005006
 Master degree,22,107,129,Wetlet,MMR005006
 PhD,1,11,12,Wetlet,MMR005006
 Other,105,4906,5011,Wetlet,MMR005006
 Total,10128,171509,181637,Wetlet,MMR005006
