Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,172,861,1033,Machanbaw,MMR001016
 Grade 1,97,391,488,Machanbaw,MMR001016
 Grade 2,108,421,529,Machanbaw,MMR001016
 Grade 3,105,492,597,Machanbaw,MMR001016
 Grade 4,168,685,853,Machanbaw,MMR001016
 Grade 5,186,546,732,Machanbaw,MMR001016
 Grade 6,108,383,491,Machanbaw,MMR001016
 Grade 7,124,407,531,Machanbaw,MMR001016
 Grade 8,168,395,563,Machanbaw,MMR001016
 Grade 9,171,378,549,Machanbaw,MMR001016
 Grade 10,339,380,719,Machanbaw,MMR001016
 Grade 11,42,96,138,Machanbaw,MMR001016
 College,41,14,55,Machanbaw,MMR001016
 Vocational training,14,2,16,Machanbaw,MMR001016
 Undergraduate diploma,19,18,37,Machanbaw,MMR001016
 Graduate,181,66,247,Machanbaw,MMR001016
 Postgraduate diploma,5,5,10,Machanbaw,MMR001016
 Master degree,6,-,6,Machanbaw,MMR001016
 PhD,-,1,1,Machanbaw,MMR001016
 Other,1,5,6,Machanbaw,MMR001016
 Total,2055,5546,7601,Machanbaw,MMR001016
