Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,648,2048,2696,Gwa,MMR012017
 Grade 1,233,922,1155,Gwa,MMR012017
 Grade 2,403,1253,1656,Gwa,MMR012017
 Grade 3,547,2238,2785,Gwa,MMR012017
 Grade 4,863,3230,4093,Gwa,MMR012017
 Grade 5,1338,7726,9064,Gwa,MMR012017
 Grade 6,621,2468,3089,Gwa,MMR012017
 Grade 7,483,2086,2569,Gwa,MMR012017
 Grade 8,545,1926,2471,Gwa,MMR012017
 Grade 9,644,2011,2655,Gwa,MMR012017
 Grade 10,489,1221,1710,Gwa,MMR012017
 Grade 11,971,1841,2812,Gwa,MMR012017
 College,214,302,516,Gwa,MMR012017
 Vocational training,11,24,35,Gwa,MMR012017
 Undergraduate diploma,65,69,134,Gwa,MMR012017
 Graduate,652,549,1201,Gwa,MMR012017
 Postgraduate diploma,9,19,28,Gwa,MMR012017
 Master degree,6,11,17,Gwa,MMR012017
 PhD,-,1,1,Gwa,MMR012017
 Other,63,548,611,Gwa,MMR012017
 Total,8805,30493,39298,Gwa,MMR012017
