Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2763,25234,27997,Tamoenye(ST),MMR015011
 Grade 1,933,2917,3850,Tamoenye(ST),MMR015011
 Grade 2,1331,3421,4752,Tamoenye(ST),MMR015011
 Grade 3,1257,3934,5191,Tamoenye(ST),MMR015011
 Grade 4,1284,3550,4834,Tamoenye(ST),MMR015011
 Grade 5,1452,3776,5228,Tamoenye(ST),MMR015011
 Grade 6,1147,2419,3566,Tamoenye(ST),MMR015011
 Grade 7,1012,2142,3154,Tamoenye(ST),MMR015011
 Grade 8,533,1098,1631,Tamoenye(ST),MMR015011
 Grade 9,577,1001,1578,Tamoenye(ST),MMR015011
 Grade 10,479,1015,1494,Tamoenye(ST),MMR015011
 Grade 11,258,529,787,Tamoenye(ST),MMR015011
 College,101,107,208,Tamoenye(ST),MMR015011
 Vocational training,4,10,14,Tamoenye(ST),MMR015011
 Undergraduate diploma,8,28,36,Tamoenye(ST),MMR015011
 Graduate,163,188,351,Tamoenye(ST),MMR015011
 Postgraduate diploma,15,30,45,Tamoenye(ST),MMR015011
 Master degree,5,4,9,Tamoenye(ST),MMR015011
 PhD,1,-,1,Tamoenye(ST),MMR015011
 Other,1,30,31,Tamoenye(ST),MMR015011
 Total,13324,51433,64757,Tamoenye(ST),MMR015011
