Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,153,2706,2859,Kanpaikti(ST),MMR001002
 Grade 1,24,274,298,Kanpaikti(ST),MMR001002
 Grade 2,27,329,356,Kanpaikti(ST),MMR001002
 Grade 3,52,493,545,Kanpaikti(ST),MMR001002
 Grade 4,37,487,524,Kanpaikti(ST),MMR001002
 Grade 5,71,487,558,Kanpaikti(ST),MMR001002
 Grade 6,58,367,425,Kanpaikti(ST),MMR001002
 Grade 7,69,277,346,Kanpaikti(ST),MMR001002
 Grade 8,50,270,320,Kanpaikti(ST),MMR001002
 Grade 9,96,277,373,Kanpaikti(ST),MMR001002
 Grade 10,90,265,355,Kanpaikti(ST),MMR001002
 Grade 11,165,124,289,Kanpaikti(ST),MMR001002
 College,44,46,90,Kanpaikti(ST),MMR001002
 Vocational training,5,5,10,Kanpaikti(ST),MMR001002
 Undergraduate diploma,3,4,7,Kanpaikti(ST),MMR001002
 Graduate,89,42,131,Kanpaikti(ST),MMR001002
 Postgraduate diploma,2,5,7,Kanpaikti(ST),MMR001002
 Master degree,-,1,1,Kanpaikti(ST),MMR001002
 PhD,-,1,1,Kanpaikti(ST),MMR001002
 Other,10,213,223,Kanpaikti(ST),MMR001002
 Total,1045,6673,7718,Kanpaikti(ST),MMR001002
