Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,642,17674,18316,Nyaungshwe,MMR014002
 Grade 1,262,5316,5578,Nyaungshwe,MMR014002
 Grade 2,362,8172,8534,Nyaungshwe,MMR014002
 Grade 3,673,12301,12974,Nyaungshwe,MMR014002
 Grade 4,992,16729,17721,Nyaungshwe,MMR014002
 Grade 5,1953,39599,41552,Nyaungshwe,MMR014002
 Grade 6,1018,11146,12164,Nyaungshwe,MMR014002
 Grade 7,811,8769,9580,Nyaungshwe,MMR014002
 Grade 8,952,8101,9053,Nyaungshwe,MMR014002
 Grade 9,1137,7632,8769,Nyaungshwe,MMR014002
 Grade 10,1479,5506,6985,Nyaungshwe,MMR014002
 Grade 11,1771,7508,9279,Nyaungshwe,MMR014002
 College,631,1897,2528,Nyaungshwe,MMR014002
 Vocational training,55,206,261,Nyaungshwe,MMR014002
 Undergraduate diploma,67,143,210,Nyaungshwe,MMR014002
 Graduate,1875,3949,5824,Nyaungshwe,MMR014002
 Postgraduate diploma,41,137,178,Nyaungshwe,MMR014002
 Master degree,22,32,54,Nyaungshwe,MMR014002
 PhD,8,9,17,Nyaungshwe,MMR014002
 Other,401,3519,3920,Nyaungshwe,MMR014002
 Total,15152,158345,173497,Nyaungshwe,MMR014002
