Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1019,5876,6895,Palaw,MMR006007
 Grade 1,687,3363,4050,Palaw,MMR006007
 Grade 2,809,3999,4808,Palaw,MMR006007
 Grade 3,1433,5528,6961,Palaw,MMR006007
 Grade 4,2058,8505,10563,Palaw,MMR006007
 Grade 5,2446,12632,15078,Palaw,MMR006007
 Grade 6,1379,5302,6681,Palaw,MMR006007
 Grade 7,1158,3963,5121,Palaw,MMR006007
 Grade 8,1188,3868,5056,Palaw,MMR006007
 Grade 9,1069,3592,4661,Palaw,MMR006007
 Grade 10,1245,2595,3840,Palaw,MMR006007
 Grade 11,1072,2895,3967,Palaw,MMR006007
 College,379,719,1098,Palaw,MMR006007
 Vocational training,18,457,475,Palaw,MMR006007
 Undergraduate diploma,34,152,186,Palaw,MMR006007
 Graduate,1225,1615,2840,Palaw,MMR006007
 Postgraduate diploma,35,95,130,Palaw,MMR006007
 Master degree,11,18,29,Palaw,MMR006007
 PhD,1,-,1,Palaw,MMR006007
 Other,50,1147,1197,Palaw,MMR006007
 Total,17316,66321,83637,Palaw,MMR006007
