Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,24554,12654,37208,Hlinethaya,MMR013008
 Grade 1,10756,6031,16787,Hlinethaya,MMR013008
 Grade 2,14160,7612,21772,Hlinethaya,MMR013008
 Grade 3,21743,11794,33537,Hlinethaya,MMR013008
 Grade 4,38734,19799,58533,Hlinethaya,MMR013008
 Grade 5,66731,35481,102212,Hlinethaya,MMR013008
 Grade 6,36857,16677,53534,Hlinethaya,MMR013008
 Grade 7,29365,12095,41460,Hlinethaya,MMR013008
 Grade 8,35393,13116,48509,Hlinethaya,MMR013008
 Grade 9,39063,14886,53949,Hlinethaya,MMR013008
 Grade 10,41808,13937,55745,Hlinethaya,MMR013008
 Grade 11,39184,11797,50981,Hlinethaya,MMR013008
 College,14690,3879,18569,Hlinethaya,MMR013008
 Vocational training,424,114,538,Hlinethaya,MMR013008
 Undergraduate diploma,982,357,1339,Hlinethaya,MMR013008
 Graduate,27316,6676,33992,Hlinethaya,MMR013008
 Postgraduate diploma,507,66,573,Hlinethaya,MMR013008
 Master degree,360,66,426,Hlinethaya,MMR013008
 PhD,76,17,93,Hlinethaya,MMR013008
 Other,2274,1107,3381,Hlinethaya,MMR013008
 Total,444977,188161,633138,Hlinethaya,MMR013008
