Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,5438,57401,62839,Bogale,MMR017024
 Grade 1,1108,9608,10716,Bogale,MMR017024
 Grade 2,1521,13004,14525,Bogale,MMR017024
 Grade 3,2017,18871,20888,Bogale,MMR017024
 Grade 4,4334,31059,35393,Bogale,MMR017024
 Grade 5,4262,42485,46747,Bogale,MMR017024
 Grade 6,2233,16274,18507,Bogale,MMR017024
 Grade 7,2074,11530,13604,Bogale,MMR017024
 Grade 8,2594,10499,13093,Bogale,MMR017024
 Grade 9,2149,9207,11356,Bogale,MMR017024
 Grade 10,4462,9669,14131,Bogale,MMR017024
 Grade 11,1372,2893,4265,Bogale,MMR017024
 College,1437,2097,3534,Bogale,MMR017024
 Vocational training,34,80,114,Bogale,MMR017024
 Undergraduate diploma,80,284,364,Bogale,MMR017024
 Graduate,3334,3276,6610,Bogale,MMR017024
 Postgraduate diploma,58,65,123,Bogale,MMR017024
 Master degree,38,26,64,Bogale,MMR017024
 PhD,6,3,9,Bogale,MMR017024
 Other,1360,9033,10393,Bogale,MMR017024
 Total,39911,247364,287275,Bogale,MMR017024
