Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2950,30676,33626,Kyauktaga,MMR007006
 Grade 1,803,9749,10552,Kyauktaga,MMR007006
 Grade 2,1174,13049,14223,Kyauktaga,MMR007006
 Grade 3,1744,19329,21073,Kyauktaga,MMR007006
 Grade 4,2139,21092,23231,Kyauktaga,MMR007006
 Grade 5,4278,35894,40172,Kyauktaga,MMR007006
 Grade 6,1972,13546,15518,Kyauktaga,MMR007006
 Grade 7,1586,10733,12319,Kyauktaga,MMR007006
 Grade 8,1882,10111,11993,Kyauktaga,MMR007006
 Grade 9,2189,9542,11731,Kyauktaga,MMR007006
 Grade 10,1618,6780,8398,Kyauktaga,MMR007006
 Grade 11,3142,8842,11984,Kyauktaga,MMR007006
 College,888,1764,2652,Kyauktaga,MMR007006
 Vocational training,27,65,92,Kyauktaga,MMR007006
 Undergraduate diploma,75,264,339,Kyauktaga,MMR007006
 Graduate,2268,3656,5924,Kyauktaga,MMR007006
 Postgraduate diploma,66,62,128,Kyauktaga,MMR007006
 Master degree,14,22,36,Kyauktaga,MMR007006
 PhD,3,4,7,Kyauktaga,MMR007006
 Other,116,1632,1748,Kyauktaga,MMR007006
 Total,28934,196812,225746,Kyauktaga,MMR007006
