Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,389,1880,2269,Reazu(ST),MMR004007
 Grade 1,80,392,472,Reazu(ST),MMR004007
 Grade 2,65,431,496,Reazu(ST),MMR004007
 Grade 3,68,573,641,Reazu(ST),MMR004007
 Grade 4,125,820,945,Reazu(ST),MMR004007
 Grade 5,243,1817,2060,Reazu(ST),MMR004007
 Grade 6,109,491,600,Reazu(ST),MMR004007
 Grade 7,99,448,547,Reazu(ST),MMR004007
 Grade 8,114,400,514,Reazu(ST),MMR004007
 Grade 9,147,478,625,Reazu(ST),MMR004007
 Grade 10,89,431,520,Reazu(ST),MMR004007
 Grade 11,293,405,698,Reazu(ST),MMR004007
 College,15,22,37,Reazu(ST),MMR004007
 Vocational training,3,4,7,Reazu(ST),MMR004007
 Undergraduate diploma,7,18,25,Reazu(ST),MMR004007
 Graduate,73,41,114,Reazu(ST),MMR004007
 Postgraduate diploma,5,8,13,Reazu(ST),MMR004007
 Master degree,-,1,1,Reazu(ST),MMR004007
 Other,1,5,6,Reazu(ST),MMR004007
 Total,1925,8665,10590,Reazu(ST),MMR004007
