Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,749,7269,8018,Hainggyikyun(ST),MMR017004
 Grade 1,326,2731,3057,Hainggyikyun(ST),MMR017004
 Grade 2,472,3946,4418,Hainggyikyun(ST),MMR017004
 Grade 3,798,6450,7248,Hainggyikyun(ST),MMR017004
 Grade 4,1415,8948,10363,Hainggyikyun(ST),MMR017004
 Grade 5,2626,22003,24629,Hainggyikyun(ST),MMR017004
 Grade 6,1179,7914,9093,Hainggyikyun(ST),MMR017004
 Grade 7,918,5720,6638,Hainggyikyun(ST),MMR017004
 Grade 8,950,5330,6280,Hainggyikyun(ST),MMR017004
 Grade 9,1056,6067,7123,Hainggyikyun(ST),MMR017004
 Grade 10,828,3947,4775,Hainggyikyun(ST),MMR017004
 Grade 11,1160,5323,6483,Hainggyikyun(ST),MMR017004
 College,358,1393,1751,Hainggyikyun(ST),MMR017004
 Vocational training,7,117,124,Hainggyikyun(ST),MMR017004
 Undergraduate diploma,31,130,161,Hainggyikyun(ST),MMR017004
 Graduate,521,2399,2920,Hainggyikyun(ST),MMR017004
 Postgraduate diploma,8,69,77,Hainggyikyun(ST),MMR017004
 Master degree,8,39,47,Hainggyikyun(ST),MMR017004
 PhD,3,2,5,Hainggyikyun(ST),MMR017004
 Other,239,976,1215,Hainggyikyun(ST),MMR017004
 Total,13652,90773,104425,Hainggyikyun(ST),MMR017004
