Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1345,-,1345,Pabedan,MMR013034
 Grade 1,613,-,613,Pabedan,MMR013034
 Grade 2,795,-,795,Pabedan,MMR013034
 Grade 3,989,-,989,Pabedan,MMR013034
 Grade 4,1776,-,1776,Pabedan,MMR013034
 Grade 5,2207,-,2207,Pabedan,MMR013034
 Grade 6,1431,-,1431,Pabedan,MMR013034
 Grade 7,1534,-,1534,Pabedan,MMR013034
 Grade 8,2115,-,2115,Pabedan,MMR013034
 Grade 9,2619,-,2619,Pabedan,MMR013034
 Grade 10,3890,-,3890,Pabedan,MMR013034
 Grade 11,2964,-,2964,Pabedan,MMR013034
 College,1904,-,1904,Pabedan,MMR013034
 Vocational training,69,-,69,Pabedan,MMR013034
 Undergraduate diploma,154,-,154,Pabedan,MMR013034
 Graduate,6746,-,6746,Pabedan,MMR013034
 Postgraduate diploma,142,-,142,Pabedan,MMR013034
 Master degree,204,-,204,Pabedan,MMR013034
 PhD,49,-,49,Pabedan,MMR013034
 Other,111,-,111,Pabedan,MMR013034
 Total,31657,-,31657,Pabedan,MMR013034
