Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,14596,6264,20860,Myitkyina,MMR001001
 Grade 1,6297,2408,8705,Myitkyina,MMR001001
 Grade 2,7759,2957,10716,Myitkyina,MMR001001
 Grade 3,10808,4188,14996,Myitkyina,MMR001001
 Grade 4,15637,5017,20654,Myitkyina,MMR001001
 Grade 5,24595,8078,32673,Myitkyina,MMR001001
 Grade 6,15538,4688,20226,Myitkyina,MMR001001
 Grade 7,13830,3913,17743,Myitkyina,MMR001001
 Grade 8,15831,4138,19969,Myitkyina,MMR001001
 Grade 9,19380,4246,23626,Myitkyina,MMR001001
 Grade 10,18741,3970,22711,Myitkyina,MMR001001
 Grade 11,24585,3717,28302,Myitkyina,MMR001001
 College,10765,991,11756,Myitkyina,MMR001001
 Vocational training,817,28,845,Myitkyina,MMR001001
 Undergraduate diploma,584,110,694,Myitkyina,MMR001001
 Graduate,19982,1686,21668,Myitkyina,MMR001001
 Postgraduate diploma,542,43,585,Myitkyina,MMR001001
 Master degree,664,70,734,Myitkyina,MMR001001
 PhD,128,13,141,Myitkyina,MMR001001
 Other,1281,263,1544,Myitkyina,MMR001001
 Total,222360,56788,279148,Myitkyina,MMR001001
