Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,860,23252,24112,Einme,MMR017015
 Grade 1,340,9401,9741,Einme,MMR017015
 Grade 2,441,12581,13022,Einme,MMR017015
 Grade 3,673,18688,19361,Einme,MMR017015
 Grade 4,1014,19386,20400,Einme,MMR017015
 Grade 5,1661,36176,37837,Einme,MMR017015
 Grade 6,736,9124,9860,Einme,MMR017015
 Grade 7,641,6741,7382,Einme,MMR017015
 Grade 8,814,6348,7162,Einme,MMR017015
 Grade 9,854,5891,6745,Einme,MMR017015
 Grade 10,1186,4654,5840,Einme,MMR017015
 Grade 11,1186,6540,7726,Einme,MMR017015
 College,469,1328,1797,Einme,MMR017015
 Vocational training,21,66,87,Einme,MMR017015
 Undergraduate diploma,26,166,192,Einme,MMR017015
 Graduate,1504,2566,4070,Einme,MMR017015
 Postgraduate diploma,25,177,202,Einme,MMR017015
 Master degree,24,22,46,Einme,MMR017015
 PhD,6,3,9,Einme,MMR017015
 Other,126,406,532,Einme,MMR017015
 Total,12607,163516,176123,Einme,MMR017015
