Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,308,10553,10861,Thapaung,MMR017003
 Grade 1,176,6470,6646,Thapaung,MMR017003
 Grade 2,199,9014,9213,Thapaung,MMR017003
 Grade 3,356,12954,13310,Thapaung,MMR017003
 Grade 4,498,15979,16477,Thapaung,MMR017003
 Grade 5,1221,36889,38110,Thapaung,MMR017003
 Grade 6,421,7963,8384,Thapaung,MMR017003
 Grade 7,359,6098,6457,Thapaung,MMR017003
 Grade 8,414,5626,6040,Thapaung,MMR017003
 Grade 9,442,5459,5901,Thapaung,MMR017003
 Grade 10,320,4961,5281,Thapaung,MMR017003
 Grade 11,906,5090,5996,Thapaung,MMR017003
 College,301,1405,1706,Thapaung,MMR017003
 Vocational training,22,422,444,Thapaung,MMR017003
 Undergraduate diploma,30,145,175,Thapaung,MMR017003
 Graduate,756,3079,3835,Thapaung,MMR017003
 Postgraduate diploma,-,63,63,Thapaung,MMR017003
 Master degree,3,38,41,Thapaung,MMR017003
 PhD,2,4,6,Thapaung,MMR017003
 Other,-,196,196,Thapaung,MMR017003
 Total,6734,132408,139142,Thapaung,MMR017003
