Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,581,10923,11504,Dimawso,MMR002002
 Grade 1,220,3558,3778,Dimawso,MMR002002
 Grade 2,267,4055,4322,Dimawso,MMR002002
 Grade 3,322,5194,5516,Dimawso,MMR002002
 Grade 4,348,5947,6295,Dimawso,MMR002002
 Grade 5,450,7711,8161,Dimawso,MMR002002
 Grade 6,293,5036,5329,Dimawso,MMR002002
 Grade 7,310,4086,4396,Dimawso,MMR002002
 Grade 8,325,3863,4188,Dimawso,MMR002002
 Grade 9,367,3945,4312,Dimawso,MMR002002
 Grade 10,649,3183,3832,Dimawso,MMR002002
 Grade 11,326,4219,4545,Dimawso,MMR002002
 College,124,634,758,Dimawso,MMR002002
 Vocational training,26,91,117,Dimawso,MMR002002
 Undergraduate diploma,36,148,184,Dimawso,MMR002002
 Graduate,292,1117,1409,Dimawso,MMR002002
 Postgraduate diploma,6,38,44,Dimawso,MMR002002
 Master degree,2,31,33,Dimawso,MMR002002
 PhD,-,8,8,Dimawso,MMR002002
 Other,2,42,44,Dimawso,MMR002002
 Total,4946,63829,68775,Dimawso,MMR002002
