Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,3530,41785,45315,Mongkai,MMR014016
 Grade 1,366,1903,2269,Mongkai,MMR014016
 Grade 2,425,2250,2675,Mongkai,MMR014016
 Grade 3,562,2363,2925,Mongkai,MMR014016
 Grade 4,634,1765,2399,Mongkai,MMR014016
 Grade 5,855,2996,3851,Mongkai,MMR014016
 Grade 6,462,789,1251,Mongkai,MMR014016
 Grade 7,414,553,967,Mongkai,MMR014016
 Grade 8,408,554,962,Mongkai,MMR014016
 Grade 9,467,571,1038,Mongkai,MMR014016
 Grade 10,438,302,740,Mongkai,MMR014016
 Grade 11,454,372,826,Mongkai,MMR014016
 College,133,64,197,Mongkai,MMR014016
 Vocational training,14,9,23,Mongkai,MMR014016
 Undergraduate diploma,12,19,31,Mongkai,MMR014016
 Graduate,308,160,468,Mongkai,MMR014016
 Postgraduate diploma,5,2,7,Mongkai,MMR014016
 Master degree,3,2,5,Mongkai,MMR014016
 Other,78,119,197,Mongkai,MMR014016
 Total,9568,56578,66146,Mongkai,MMR014016
