Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,273,7187,7460,Indaw,MMR005021
 Grade 1,137,3101,3238,Indaw,MMR005021
 Grade 2,196,4285,4481,Indaw,MMR005021
 Grade 3,320,6533,6853,Indaw,MMR005021
 Grade 4,432,7733,8165,Indaw,MMR005021
 Grade 5,1255,33727,34982,Indaw,MMR005021
 Grade 6,499,7071,7570,Indaw,MMR005021
 Grade 7,377,6481,6858,Indaw,MMR005021
 Grade 8,539,6249,6788,Indaw,MMR005021
 Grade 9,627,5690,6317,Indaw,MMR005021
 Grade 10,536,3039,3575,Indaw,MMR005021
 Grade 11,1081,4437,5518,Indaw,MMR005021
 College,393,1801,2194,Indaw,MMR005021
 Vocational training,47,109,156,Indaw,MMR005021
 Undergraduate diploma,18,184,202,Indaw,MMR005021
 Graduate,1107,2507,3614,Indaw,MMR005021
 Postgraduate diploma,12,56,68,Indaw,MMR005021
 Master degree,8,45,53,Indaw,MMR005021
 PhD,1,3,4,Indaw,MMR005021
 Other,64,184,248,Indaw,MMR005021
 Total,7922,100422,108344,Indaw,MMR005021
