Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,601,3166,3767,Falam,MMR004001
 Grade 1,189,1332,1521,Falam,MMR004001
 Grade 2,243,1459,1702,Falam,MMR004001
 Grade 3,318,1949,2267,Falam,MMR004001
 Grade 4,367,2257,2624,Falam,MMR004001
 Grade 5,956,4621,5577,Falam,MMR004001
 Grade 6,421,1997,2418,Falam,MMR004001
 Grade 7,394,1723,2117,Falam,MMR004001
 Grade 8,437,1886,2323,Falam,MMR004001
 Grade 9,665,2206,2871,Falam,MMR004001
 Grade 10,573,1723,2296,Falam,MMR004001
 Grade 11,1536,2618,4154,Falam,MMR004001
 College,517,286,803,Falam,MMR004001
 Vocational training,23,22,45,Falam,MMR004001
 Undergraduate diploma,68,115,183,Falam,MMR004001
 Graduate,932,535,1467,Falam,MMR004001
 Postgraduate diploma,47,46,93,Falam,MMR004001
 Master degree,34,40,74,Falam,MMR004001
 PhD,6,6,12,Falam,MMR004001
 Other,16,20,36,Falam,MMR004001
 Total,8343,28007,36350,Falam,MMR004001
