Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,4316,19135,23451,Hinthada,MMR017008
 Grade 1,2162,7629,9791,Hinthada,MMR017008
 Grade 2,2912,11040,13952,Hinthada,MMR017008
 Grade 3,4423,18136,22559,Hinthada,MMR017008
 Grade 4,7926,24324,32250,Hinthada,MMR017008
 Grade 5,12836,73471,86307,Hinthada,MMR017008
 Grade 6,4075,13617,17692,Hinthada,MMR017008
 Grade 7,3658,10820,14478,Hinthada,MMR017008
 Grade 8,4565,10984,15549,Hinthada,MMR017008
 Grade 9,5615,11214,16829,Hinthada,MMR017008
 Grade 10,7004,8559,15563,Hinthada,MMR017008
 Grade 11,5325,10498,15823,Hinthada,MMR017008
 College,2840,3151,5991,Hinthada,MMR017008
 Vocational training,424,330,754,Hinthada,MMR017008
 Undergraduate diploma,469,438,907,Hinthada,MMR017008
 Graduate,8567,5461,14028,Hinthada,MMR017008
 Postgraduate diploma,305,226,531,Hinthada,MMR017008
 Master degree,302,184,486,Hinthada,MMR017008
 PhD,43,55,98,Hinthada,MMR017008
 Other,286,3967,4253,Hinthada,MMR017008
 Total,78053,233239,311292,Hinthada,MMR017008
