Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,10989,6335,17324,Sittway,MMR012001
 Grade 1,2597,1930,4527,Sittway,MMR012001
 Grade 2,4062,3028,7090,Sittway,MMR012001
 Grade 3,5783,4208,9991,Sittway,MMR012001
 Grade 4,7623,5550,13173,Sittway,MMR012001
 Grade 5,10081,6776,16857,Sittway,MMR012001
 Grade 6,5982,2614,8596,Sittway,MMR012001
 Grade 7,5067,2223,7290,Sittway,MMR012001
 Grade 8,5627,2205,7832,Sittway,MMR012001
 Grade 9,6539,2217,8756,Sittway,MMR012001
 Grade 10,5562,2031,7593,Sittway,MMR012001
 Grade 11,8831,1910,10741,Sittway,MMR012001
 College,3267,611,3878,Sittway,MMR012001
 Vocational training,235,33,268,Sittway,MMR012001
 Undergraduate diploma,404,82,486,Sittway,MMR012001
 Graduate,10376,1296,11672,Sittway,MMR012001
 Postgraduate diploma,383,62,445,Sittway,MMR012001
 Master degree,324,69,393,Sittway,MMR012001
 PhD,82,1,83,Sittway,MMR012001
 Other,154,30,184,Sittway,MMR012001
 Total,93968,43211,137179,Sittway,MMR012001
