Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,9240,10180,19420,MuSe,MMR015009
 Grade 1,1692,1500,3192,MuSe,MMR015009
 Grade 2,2312,1768,4080,MuSe,MMR015009
 Grade 3,3673,2704,6377,MuSe,MMR015009
 Grade 4,4595,2711,7306,MuSe,MMR015009
 Grade 5,8086,4677,12763,MuSe,MMR015009
 Grade 6,4915,2712,7627,MuSe,MMR015009
 Grade 7,3992,2181,6173,MuSe,MMR015009
 Grade 8,4267,2155,6422,MuSe,MMR015009
 Grade 9,5311,2480,7791,MuSe,MMR015009
 Grade 10,3794,1757,5551,MuSe,MMR015009
 Grade 11,8149,2249,10398,MuSe,MMR015009
 College,2474,640,3114,MuSe,MMR015009
 Vocational training,59,15,74,MuSe,MMR015009
 Undergraduate diploma,108,48,156,MuSe,MMR015009
 Graduate,5017,1074,6091,MuSe,MMR015009
 Postgraduate diploma,54,30,84,MuSe,MMR015009
 Master degree,53,3,56,MuSe,MMR015009
 PhD,8,3,11,MuSe,MMR015009
 Other,134,228,362,MuSe,MMR015009
 Total,67933,39115,107048,MuSe,MMR015009
