Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,230,2038,2268,Leshi,MMR005035
 Grade 1,49,362,411,Leshi,MMR005035
 Grade 2,62,383,445,Leshi,MMR005035
 Grade 3,83,380,463,Leshi,MMR005035
 Grade 4,80,481,561,Leshi,MMR005035
 Grade 5,108,602,710,Leshi,MMR005035
 Grade 6,81,353,434,Leshi,MMR005035
 Grade 7,100,315,415,Leshi,MMR005035
 Grade 8,90,320,410,Leshi,MMR005035
 Grade 9,170,351,521,Leshi,MMR005035
 Grade 10,213,414,627,Leshi,MMR005035
 Grade 11,85,129,214,Leshi,MMR005035
 College,39,29,68,Leshi,MMR005035
 Vocational training,-,5,5,Leshi,MMR005035
 Undergraduate diploma,3,8,11,Leshi,MMR005035
 Graduate,111,29,140,Leshi,MMR005035
 Postgraduate diploma,2,2,4,Leshi,MMR005035
 Master degree,1,2,3,Leshi,MMR005035
 Total,1507,6203,7710,Leshi,MMR005035
