Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,105,15051,15156,Mawhtike(ST),MMR015023
 Grade 1,17,1648,1665,Mawhtike(ST),MMR015023
 Grade 2,31,1727,1758,Mawhtike(ST),MMR015023
 Grade 3,22,1504,1526,Mawhtike(ST),MMR015023
 Grade 4,19,1135,1154,Mawhtike(ST),MMR015023
 Grade 5,14,746,760,Mawhtike(ST),MMR015023
 Grade 6,65,1078,1143,Mawhtike(ST),MMR015023
 Grade 7,7,317,324,Mawhtike(ST),MMR015023
 Grade 8,9,65,74,Mawhtike(ST),MMR015023
 Grade 9,15,107,122,Mawhtike(ST),MMR015023
 Grade 10,20,67,87,Mawhtike(ST),MMR015023
 Grade 11,4,24,28,Mawhtike(ST),MMR015023
 College,8,17,25,Mawhtike(ST),MMR015023
 Vocational training,1,3,4,Mawhtike(ST),MMR015023
 Undergraduate diploma,-,3,3,Mawhtike(ST),MMR015023
 Graduate,35,46,81,Mawhtike(ST),MMR015023
 Postgraduate diploma,2,7,9,Mawhtike(ST),MMR015023
 Master degree,2,-,2,Mawhtike(ST),MMR015023
 Other,2,2,4,Mawhtike(ST),MMR015023
 Total,378,23547,23925,Mawhtike(ST),MMR015023
