Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1138,5973,7111,Khawzar,MMR011006
 Grade 1,95,904,999,Khawzar,MMR011006
 Grade 2,226,1130,1356,Khawzar,MMR011006
 Grade 3,243,1506,1749,Khawzar,MMR011006
 Grade 4,235,1526,1761,Khawzar,MMR011006
 Grade 5,416,2360,2776,Khawzar,MMR011006
 Grade 6,187,1003,1190,Khawzar,MMR011006
 Grade 7,180,722,902,Khawzar,MMR011006
 Grade 8,160,604,764,Khawzar,MMR011006
 Grade 9,213,524,737,Khawzar,MMR011006
 Grade 10,75,145,220,Khawzar,MMR011006
 Grade 11,202,391,593,Khawzar,MMR011006
 College,36,39,75,Khawzar,MMR011006
 Vocational training,-,3,3,Khawzar,MMR011006
 Undergraduate diploma,5,9,14,Khawzar,MMR011006
 Graduate,65,84,149,Khawzar,MMR011006
 Postgraduate diploma,1,-,1,Khawzar,MMR011006
 Master degree,7,1,8,Khawzar,MMR011006
 PhD,1,-,1,Khawzar,MMR011006
 Other,-,6,6,Khawzar,MMR011006
 Total,3485,16930,20415,Khawzar,MMR011006
