Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,4363,13857,18220,Minelar,MMR016005
 Grade 1,481,836,1317,Minelar,MMR016005
 Grade 2,482,796,1278,Minelar,MMR016005
 Grade 3,826,815,1641,Minelar,MMR016005
 Grade 4,886,629,1515,Minelar,MMR016005
 Grade 5,1217,750,1967,Minelar,MMR016005
 Grade 6,2615,926,3541,Minelar,MMR016005
 Grade 7,962,246,1208,Minelar,MMR016005
 Grade 8,1616,316,1932,Minelar,MMR016005
 Grade 9,3168,671,3839,Minelar,MMR016005
 Grade 10,753,130,883,Minelar,MMR016005
 Grade 11,769,95,864,Minelar,MMR016005
 College,532,191,723,Minelar,MMR016005
 Vocational training,64,10,74,Minelar,MMR016005
 Undergraduate diploma,67,15,82,Minelar,MMR016005
 Graduate,234,17,251,Minelar,MMR016005
 Postgraduate diploma,20,15,35,Minelar,MMR016005
 Master degree,3,4,7,Minelar,MMR016005
 PhD,4,6,10,Minelar,MMR016005
 Other,431,177,608,Minelar,MMR016005
 Total,19493,20502,39995,Minelar,MMR016005
