Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,22724,61188,83912,Lashio,MMR015001
 Grade 1,4232,9236,13468,Lashio,MMR015001
 Grade 2,6237,9893,16130,Lashio,MMR015001
 Grade 3,8909,9975,18884,Lashio,MMR015001
 Grade 4,11073,10274,21347,Lashio,MMR015001
 Grade 5,18907,10343,29250,Lashio,MMR015001
 Grade 6,10823,4604,15427,Lashio,MMR015001
 Grade 7,9183,3606,12789,Lashio,MMR015001
 Grade 8,9602,3444,13046,Lashio,MMR015001
 Grade 9,11597,2856,14453,Lashio,MMR015001
 Grade 10,9041,2789,11830,Lashio,MMR015001
 Grade 11,17055,1376,18431,Lashio,MMR015001
 College,6403,723,7126,Lashio,MMR015001
 Vocational training,313,163,476,Lashio,MMR015001
 Undergraduate diploma,575,109,684,Lashio,MMR015001
 Graduate,12441,1014,13455,Lashio,MMR015001
 Postgraduate diploma,487,63,550,Lashio,MMR015001
 Master degree,352,28,380,Lashio,MMR015001
 PhD,92,5,97,Lashio,MMR015001
 Other,538,490,1028,Lashio,MMR015001
 Total,160584,132179,292763,Lashio,MMR015001
