Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1497,23374,24871,Yaedashe,MMR007010
 Grade 1,491,6903,7394,Yaedashe,MMR007010
 Grade 2,853,9856,10709,Yaedashe,MMR007010
 Grade 3,1149,15100,16249,Yaedashe,MMR007010
 Grade 4,1951,21992,23943,Yaedashe,MMR007010
 Grade 5,2844,32726,35570,Yaedashe,MMR007010
 Grade 6,1562,11244,12806,Yaedashe,MMR007010
 Grade 7,1400,9142,10542,Yaedashe,MMR007010
 Grade 8,1498,8668,10166,Yaedashe,MMR007010
 Grade 9,1715,8078,9793,Yaedashe,MMR007010
 Grade 10,2259,7800,10059,Yaedashe,MMR007010
 Grade 11,1982,6646,8628,Yaedashe,MMR007010
 College,892,2319,3211,Yaedashe,MMR007010
 Vocational training,47,244,291,Yaedashe,MMR007010
 Undergraduate diploma,78,433,511,Yaedashe,MMR007010
 Graduate,2161,5026,7187,Yaedashe,MMR007010
 Postgraduate diploma,52,100,152,Yaedashe,MMR007010
 Master degree,27,56,83,Yaedashe,MMR007010
 PhD,2,7,9,Yaedashe,MMR007010
 Other,104,492,596,Yaedashe,MMR007010
 Total,22564,170206,192770,Yaedashe,MMR007010
