Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,993,9054,10047,Danubyu,MMR017022
 Grade 1,436,6138,6574,Danubyu,MMR017022
 Grade 2,686,8796,9482,Danubyu,MMR017022
 Grade 3,1151,13870,15021,Danubyu,MMR017022
 Grade 4,1407,16453,17860,Danubyu,MMR017022
 Grade 5,3983,40569,44552,Danubyu,MMR017022
 Grade 6,1258,7853,9111,Danubyu,MMR017022
 Grade 7,978,6303,7281,Danubyu,MMR017022
 Grade 8,1145,6156,7301,Danubyu,MMR017022
 Grade 9,1489,6010,7499,Danubyu,MMR017022
 Grade 10,1223,5370,6593,Danubyu,MMR017022
 Grade 11,2028,5096,7124,Danubyu,MMR017022
 College,733,1784,2517,Danubyu,MMR017022
 Vocational training,16,72,88,Danubyu,MMR017022
 Undergraduate diploma,70,174,244,Danubyu,MMR017022
 Graduate,2182,3072,5254,Danubyu,MMR017022
 Postgraduate diploma,24,70,94,Danubyu,MMR017022
 Master degree,21,40,61,Danubyu,MMR017022
 PhD,3,4,7,Danubyu,MMR017022
 Other,349,7103,7452,Danubyu,MMR017022
 Total,20175,143987,164162,Danubyu,MMR017022
