Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,424,25920,26344,Pauk,MMR009021
 Grade 1,160,5833,5993,Pauk,MMR009021
 Grade 2,268,9918,10186,Pauk,MMR009021
 Grade 3,357,15088,15445,Pauk,MMR009021
 Grade 4,481,16817,17298,Pauk,MMR009021
 Grade 5,1068,34822,35890,Pauk,MMR009021
 Grade 6,344,7773,8117,Pauk,MMR009021
 Grade 7,357,6023,6380,Pauk,MMR009021
 Grade 8,396,5554,5950,Pauk,MMR009021
 Grade 9,434,5577,6011,Pauk,MMR009021
 Grade 10,669,4137,4806,Pauk,MMR009021
 Grade 11,523,4454,4977,Pauk,MMR009021
 College,241,1514,1755,Pauk,MMR009021
 Vocational training,21,110,131,Pauk,MMR009021
 Undergraduate diploma,26,155,181,Pauk,MMR009021
 Graduate,902,2813,3715,Pauk,MMR009021
 Postgraduate diploma,7,124,131,Pauk,MMR009021
 Master degree,5,34,39,Pauk,MMR009021
 PhD,1,1,2,Pauk,MMR009021
 Other,60,1141,1201,Pauk,MMR009021
 Total,6744,147808,154552,Pauk,MMR009021
