Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2419,17045,19464,Lamine,MMR011006
 Grade 1,462,3295,3757,Lamine,MMR011006
 Grade 2,831,4923,5754,Lamine,MMR011006
 Grade 3,1188,6776,7964,Lamine,MMR011006
 Grade 4,1236,6423,7659,Lamine,MMR011006
 Grade 5,1519,8572,10091,Lamine,MMR011006
 Grade 6,836,4096,4932,Lamine,MMR011006
 Grade 7,723,3023,3746,Lamine,MMR011006
 Grade 8,694,2866,3560,Lamine,MMR011006
 Grade 9,766,2930,3696,Lamine,MMR011006
 Grade 10,556,1723,2279,Lamine,MMR011006
 Grade 11,386,2065,2451,Lamine,MMR011006
 College,161,697,858,Lamine,MMR011006
 Vocational training,8,10,18,Lamine,MMR011006
 Undergraduate diploma,23,55,78,Lamine,MMR011006
 Graduate,367,1175,1542,Lamine,MMR011006
 Postgraduate diploma,5,18,23,Lamine,MMR011006
 Master degree,5,15,20,Lamine,MMR011006
 Other,125,1063,1188,Lamine,MMR011006
 Total,12310,66770,79080,Lamine,MMR011006
