Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2844,18473,21317,Ye,MMR011006
 Grade 1,820,4772,5592,Ye,MMR011006
 Grade 2,1278,8020,9298,Ye,MMR011006
 Grade 3,2258,10796,13054,Ye,MMR011006
 Grade 4,2686,11831,14517,Ye,MMR011006
 Grade 5,4504,15515,20019,Ye,MMR011006
 Grade 6,2599,7374,9973,Ye,MMR011006
 Grade 7,2017,5822,7839,Ye,MMR011006
 Grade 8,2121,5298,7419,Ye,MMR011006
 Grade 9,2372,4771,7143,Ye,MMR011006
 Grade 10,1856,3550,5406,Ye,MMR011006
 Grade 11,3024,3424,6448,Ye,MMR011006
 College,911,1077,1988,Ye,MMR011006
 Vocational training,36,38,74,Ye,MMR011006
 Undergraduate diploma,69,128,197,Ye,MMR011006
 Graduate,2256,1845,4101,Ye,MMR011006
 Postgraduate diploma,17,30,47,Ye,MMR011006
 Master degree,15,22,37,Ye,MMR011006
 PhD,7,6,13,Ye,MMR011006
 Other,95,3988,4083,Ye,MMR011006
 Total,31785,106780,138565,Ye,MMR011006
