Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,3504,8753,12257,Pyinmana,MMR018006
 Grade 1,1501,4439,5940,Pyinmana,MMR018006
 Grade 2,2102,5871,7973,Pyinmana,MMR018006
 Grade 3,2844,7981,10825,Pyinmana,MMR018006
 Grade 4,5162,13996,19158,Pyinmana,MMR018006
 Grade 5,7213,19257,26470,Pyinmana,MMR018006
 Grade 6,3890,7253,11143,Pyinmana,MMR018006
 Grade 7,3805,6309,10114,Pyinmana,MMR018006
 Grade 8,4816,6758,11574,Pyinmana,MMR018006
 Grade 9,5907,6077,11984,Pyinmana,MMR018006
 Grade 10,7294,7138,14432,Pyinmana,MMR018006
 Grade 11,5954,3722,9676,Pyinmana,MMR018006
 College,2700,1698,4398,Pyinmana,MMR018006
 Vocational training,170,148,318,Pyinmana,MMR018006
 Undergraduate diploma,496,350,846,Pyinmana,MMR018006
 Graduate,9079,4136,13215,Pyinmana,MMR018006
 Postgraduate diploma,131,86,217,Pyinmana,MMR018006
 Master degree,97,73,170,Pyinmana,MMR018006
 PhD,23,4,27,Pyinmana,MMR018006
 Other,154,577,731,Pyinmana,MMR018006
 Total,66842,104626,171468,Pyinmana,MMR018006
