Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,181,12856,13037,Salingyi,MMR005018
 Grade 1,178,2915,3093,Salingyi,MMR005018
 Grade 2,162,4309,4471,Salingyi,MMR005018
 Grade 3,211,7129,7340,Salingyi,MMR005018
 Grade 4,363,10611,10974,Salingyi,MMR005018
 Grade 5,1074,30456,31530,Salingyi,MMR005018
 Grade 6,237,6157,6394,Salingyi,MMR005018
 Grade 7,224,4763,4987,Salingyi,MMR005018
 Grade 8,255,4505,4760,Salingyi,MMR005018
 Grade 9,301,5027,5328,Salingyi,MMR005018
 Grade 10,373,3948,4321,Salingyi,MMR005018
 Grade 11,523,5547,6070,Salingyi,MMR005018
 College,121,2038,2159,Salingyi,MMR005018
 Vocational training,6,214,220,Salingyi,MMR005018
 Undergraduate diploma,15,251,266,Salingyi,MMR005018
 Graduate,873,4947,5820,Salingyi,MMR005018
 Postgraduate diploma,10,119,129,Salingyi,MMR005018
 Master degree,3,133,136,Salingyi,MMR005018
 PhD,-,6,6,Salingyi,MMR005018
 Other,41,1637,1678,Salingyi,MMR005018
 Total,5151,107568,112719,Salingyi,MMR005018
