Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,6503,-,6503,Mayangon,MMR013042
 Grade 1,3407,-,3407,Mayangon,MMR013042
 Grade 2,3944,-,3944,Mayangon,MMR013042
 Grade 3,5652,-,5652,Mayangon,MMR013042
 Grade 4,10283,-,10283,Mayangon,MMR013042
 Grade 5,19428,-,19428,Mayangon,MMR013042
 Grade 6,10535,-,10535,Mayangon,MMR013042
 Grade 7,9153,-,9153,Mayangon,MMR013042
 Grade 8,11880,-,11880,Mayangon,MMR013042
 Grade 9,15270,-,15270,Mayangon,MMR013042
 Grade 10,17914,-,17914,Mayangon,MMR013042
 Grade 11,23802,-,23802,Mayangon,MMR013042
 College,11000,-,11000,Mayangon,MMR013042
 Vocational training,647,-,647,Mayangon,MMR013042
 Undergraduate diploma,1291,-,1291,Mayangon,MMR013042
 Graduate,33511,-,33511,Mayangon,MMR013042
 Postgraduate diploma,1009,-,1009,Mayangon,MMR013042
 Master degree,1311,-,1311,Mayangon,MMR013042
 PhD,316,-,316,Mayangon,MMR013042
 Other,361,-,361,Mayangon,MMR013042
 Total,187217,-,187217,Mayangon,MMR013042
