Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1747,-,1747,Pazuntaung,MMR013016
 Grade 1,913,-,913,Pazuntaung,MMR013016
 Grade 2,976,-,976,Pazuntaung,MMR013016
 Grade 3,1227,-,1227,Pazuntaung,MMR013016
 Grade 4,2665,-,2665,Pazuntaung,MMR013016
 Grade 5,2638,-,2638,Pazuntaung,MMR013016
 Grade 6,1729,-,1729,Pazuntaung,MMR013016
 Grade 7,2006,-,2006,Pazuntaung,MMR013016
 Grade 8,2790,-,2790,Pazuntaung,MMR013016
 Grade 9,3004,-,3004,Pazuntaung,MMR013016
 Grade 10,5539,-,5539,Pazuntaung,MMR013016
 Grade 11,3677,-,3677,Pazuntaung,MMR013016
 College,3209,-,3209,Pazuntaung,MMR013016
 Vocational training,149,-,149,Pazuntaung,MMR013016
 Undergraduate diploma,326,-,326,Pazuntaung,MMR013016
 Graduate,12530,-,12530,Pazuntaung,MMR013016
 Postgraduate diploma,466,-,466,Pazuntaung,MMR013016
 Master degree,410,-,410,Pazuntaung,MMR013016
 PhD,105,-,105,Pazuntaung,MMR013016
 Other,149,-,149,Pazuntaung,MMR013016
 Total,46255,-,46255,Pazuntaung,MMR013016
