Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,471,2558,3029,Wawlaymyaing(ST),MMR003005
 Grade 1,157,429,586,Wawlaymyaing(ST),MMR003005
 Grade 2,208,438,646,Wawlaymyaing(ST),MMR003005
 Grade 3,319,424,743,Wawlaymyaing(ST),MMR003005
 Grade 4,235,368,603,Wawlaymyaing(ST),MMR003005
 Grade 5,318,312,630,Wawlaymyaing(ST),MMR003005
 Grade 6,183,164,347,Wawlaymyaing(ST),MMR003005
 Grade 7,147,126,273,Wawlaymyaing(ST),MMR003005
 Grade 8,105,72,177,Wawlaymyaing(ST),MMR003005
 Grade 9,117,90,207,Wawlaymyaing(ST),MMR003005
 Grade 10,128,55,183,Wawlaymyaing(ST),MMR003005
 Grade 11,78,42,120,Wawlaymyaing(ST),MMR003005
 College,16,10,26,Wawlaymyaing(ST),MMR003005
 Vocational training,1,2,3,Wawlaymyaing(ST),MMR003005
 Undergraduate diploma,2,1,3,Wawlaymyaing(ST),MMR003005
 Graduate,50,6,56,Wawlaymyaing(ST),MMR003005
 Postgraduate diploma,7,1,8,Wawlaymyaing(ST),MMR003005
 Other,154,157,311,Wawlaymyaing(ST),MMR003005
 Total,2696,5255,7951,Wawlaymyaing(ST),MMR003005
