Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2226,19646,21872,Chauk,MMR009003
 Grade 1,880,3800,4680,Chauk,MMR009003
 Grade 2,1284,7084,8368,Chauk,MMR009003
 Grade 3,1850,10131,11981,Chauk,MMR009003
 Grade 4,3088,13553,16641,Chauk,MMR009003
 Grade 5,4573,26284,30857,Chauk,MMR009003
 Grade 6,2413,7282,9695,Chauk,MMR009003
 Grade 7,2310,6528,8838,Chauk,MMR009003
 Grade 8,3027,6991,10018,Chauk,MMR009003
 Grade 9,3623,7364,10987,Chauk,MMR009003
 Grade 10,4345,6221,10566,Chauk,MMR009003
 Grade 11,4810,4759,9569,Chauk,MMR009003
 College,1646,1555,3201,Chauk,MMR009003
 Vocational training,189,289,478,Chauk,MMR009003
 Undergraduate diploma,956,352,1308,Chauk,MMR009003
 Graduate,4474,3511,7985,Chauk,MMR009003
 Postgraduate diploma,143,122,265,Chauk,MMR009003
 Master degree,80,70,150,Chauk,MMR009003
 PhD,7,5,12,Chauk,MMR009003
 Other,146,3002,3148,Chauk,MMR009003
 Total,42070,128549,170619,Chauk,MMR009003
