Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,566,14529,15095,Donhee(ST),MMR005037
 Grade 1,90,1594,1684,Donhee(ST),MMR005037
 Grade 2,87,1151,1238,Donhee(ST),MMR005037
 Grade 3,94,1055,1149,Donhee(ST),MMR005037
 Grade 4,97,791,888,Donhee(ST),MMR005037
 Grade 5,93,682,775,Donhee(ST),MMR005037
 Grade 6,54,223,277,Donhee(ST),MMR005037
 Grade 7,43,188,231,Donhee(ST),MMR005037
 Grade 8,34,162,196,Donhee(ST),MMR005037
 Grade 9,45,121,166,Donhee(ST),MMR005037
 Grade 10,40,73,113,Donhee(ST),MMR005037
 Grade 11,38,62,100,Donhee(ST),MMR005037
 College,16,7,23,Donhee(ST),MMR005037
 Vocational training,1,-,1,Donhee(ST),MMR005037
 Undergraduate diploma,15,3,18,Donhee(ST),MMR005037
 Graduate,40,12,52,Donhee(ST),MMR005037
 Master degree,1,-,1,Donhee(ST),MMR005037
 Total,1354,20653,22007,Donhee(ST),MMR005037
