Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,656,11991,12647,Kawhmu,MMR013028
 Grade 1,283,4317,4600,Kawhmu,MMR013028
 Grade 2,424,6880,7304,Kawhmu,MMR013028
 Grade 3,552,10040,10592,Kawhmu,MMR013028
 Grade 4,1056,17406,18462,Kawhmu,MMR013028
 Grade 5,1113,19600,20713,Kawhmu,MMR013028
 Grade 6,452,5564,6016,Kawhmu,MMR013028
 Grade 7,417,4721,5138,Kawhmu,MMR013028
 Grade 8,479,4660,5139,Kawhmu,MMR013028
 Grade 9,367,3657,4024,Kawhmu,MMR013028
 Grade 10,890,6103,6993,Kawhmu,MMR013028
 Grade 11,121,1275,1396,Kawhmu,MMR013028
 College,363,1509,1872,Kawhmu,MMR013028
 Vocational training,28,210,238,Kawhmu,MMR013028
 Undergraduate diploma,12,219,231,Kawhmu,MMR013028
 Graduate,768,2398,3166,Kawhmu,MMR013028
 Postgraduate diploma,5,51,56,Kawhmu,MMR013028
 Master degree,7,23,30,Kawhmu,MMR013028
 PhD,-,5,5,Kawhmu,MMR013028
 Other,3,360,363,Kawhmu,MMR013028
 Total,7996,100989,108985,Kawhmu,MMR013028
