Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,426,5960,6386,Thayetchaung,MMR006003
 Grade 1,354,5446,5800,Thayetchaung,MMR006003
 Grade 2,507,6367,6874,Thayetchaung,MMR006003
 Grade 3,683,8578,9261,Thayetchaung,MMR006003
 Grade 4,988,11233,12221,Thayetchaung,MMR006003
 Grade 5,2199,19026,21225,Thayetchaung,MMR006003
 Grade 6,741,5852,6593,Thayetchaung,MMR006003
 Grade 7,688,4478,5166,Thayetchaung,MMR006003
 Grade 8,770,4444,5214,Thayetchaung,MMR006003
 Grade 9,768,4524,5292,Thayetchaung,MMR006003
 Grade 10,413,2410,2823,Thayetchaung,MMR006003
 Grade 11,855,3312,4167,Thayetchaung,MMR006003
 College,170,904,1074,Thayetchaung,MMR006003
 Vocational training,16,44,60,Thayetchaung,MMR006003
 Undergraduate diploma,38,119,157,Thayetchaung,MMR006003
 Graduate,744,1906,2650,Thayetchaung,MMR006003
 Postgraduate diploma,31,114,145,Thayetchaung,MMR006003
 Master degree,23,18,41,Thayetchaung,MMR006003
 PhD,1,1,2,Thayetchaung,MMR006003
 Other,4,148,152,Thayetchaung,MMR006003
 Total,10419,84884,95303,Thayetchaung,MMR006003
