Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,466,3810,4276,Saw,MMR009025
 Grade 1,95,826,921,Saw,MMR009025
 Grade 2,136,852,988,Saw,MMR009025
 Grade 3,225,1352,1577,Saw,MMR009025
 Grade 4,284,2011,2295,Saw,MMR009025
 Grade 5,880,9861,10741,Saw,MMR009025
 Grade 6,239,1753,1992,Saw,MMR009025
 Grade 7,243,1445,1688,Saw,MMR009025
 Grade 8,323,1693,2016,Saw,MMR009025
 Grade 9,243,1213,1456,Saw,MMR009025
 Grade 10,585,1839,2424,Saw,MMR009025
 Grade 11,213,470,683,Saw,MMR009025
 College,92,357,449,Saw,MMR009025
 Vocational training,9,15,24,Saw,MMR009025
 Undergraduate diploma,21,70,91,Saw,MMR009025
 Graduate,405,809,1214,Saw,MMR009025
 Postgraduate diploma,38,34,72,Saw,MMR009025
 Master degree,5,4,9,Saw,MMR009025
 PhD,-,4,4,Saw,MMR009025
 Other,1,-,1,Saw,MMR009025
 Total,4503,28418,32921,Saw,MMR009025
