Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,216,15563,15779,Depayin,MMR005010
 Grade 1,82,4514,4596,Depayin,MMR005010
 Grade 2,148,5314,5462,Depayin,MMR005010
 Grade 3,221,9131,9352,Depayin,MMR005010
 Grade 4,417,14063,14480,Depayin,MMR005010
 Grade 5,624,35037,35661,Depayin,MMR005010
 Grade 6,236,7449,7685,Depayin,MMR005010
 Grade 7,224,6731,6955,Depayin,MMR005010
 Grade 8,245,6219,6464,Depayin,MMR005010
 Grade 9,235,5514,5749,Depayin,MMR005010
 Grade 10,327,3796,4123,Depayin,MMR005010
 Grade 11,298,4157,4455,Depayin,MMR005010
 College,136,1757,1893,Depayin,MMR005010
 Vocational training,13,108,121,Depayin,MMR005010
 Undergraduate diploma,29,155,184,Depayin,MMR005010
 Graduate,497,3278,3775,Depayin,MMR005010
 Postgraduate diploma,8,58,66,Depayin,MMR005010
 Master degree,8,50,58,Depayin,MMR005010
 PhD,2,4,6,Depayin,MMR005010
 Other,1,1441,1442,Depayin,MMR005010
 Total,3967,124339,128306,Depayin,MMR005010
