Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,471,5830,6301,Minengaw(ST),MMR015012
 Grade 1,85,789,874,Minengaw(ST),MMR015012
 Grade 2,107,880,987,Minengaw(ST),MMR015012
 Grade 3,125,1122,1247,Minengaw(ST),MMR015012
 Grade 4,177,1139,1316,Minengaw(ST),MMR015012
 Grade 5,270,2301,2571,Minengaw(ST),MMR015012
 Grade 6,202,628,830,Minengaw(ST),MMR015012
 Grade 7,139,465,604,Minengaw(ST),MMR015012
 Grade 8,146,398,544,Minengaw(ST),MMR015012
 Grade 9,151,387,538,Minengaw(ST),MMR015012
 Grade 10,80,193,273,Minengaw(ST),MMR015012
 Grade 11,165,173,338,Minengaw(ST),MMR015012
 College,28,35,63,Minengaw(ST),MMR015012
 Vocational training,-,1,1,Minengaw(ST),MMR015012
 Undergraduate diploma,10,7,17,Minengaw(ST),MMR015012
 Graduate,76,62,138,Minengaw(ST),MMR015012
 Postgraduate diploma,6,13,19,Minengaw(ST),MMR015012
 Master degree,1,-,1,Minengaw(ST),MMR015012
 Other,1,11,12,Minengaw(ST),MMR015012
 Total,2240,14434,16674,Minengaw(ST),MMR015012
