Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,8030,36529,44559,Pakokku,MMR009018
 Grade 1,1625,5181,6806,Pakokku,MMR009018
 Grade 2,2742,7849,10591,Pakokku,MMR009018
 Grade 3,4474,11813,16287,Pakokku,MMR009018
 Grade 4,6893,16345,23238,Pakokku,MMR009018
 Grade 5,12439,34828,47267,Pakokku,MMR009018
 Grade 6,4738,10741,15479,Pakokku,MMR009018
 Grade 7,4051,8914,12965,Pakokku,MMR009018
 Grade 8,4701,9146,13847,Pakokku,MMR009018
 Grade 9,5169,9345,14514,Pakokku,MMR009018
 Grade 10,5548,10140,15688,Pakokku,MMR009018
 Grade 11,8261,9055,17316,Pakokku,MMR009018
 College,3256,3307,6563,Pakokku,MMR009018
 Vocational training,671,273,944,Pakokku,MMR009018
 Undergraduate diploma,305,442,747,Pakokku,MMR009018
 Graduate,9986,7387,17373,Pakokku,MMR009018
 Postgraduate diploma,288,176,464,Pakokku,MMR009018
 Master degree,522,228,750,Pakokku,MMR009018
 PhD,80,18,98,Pakokku,MMR009018
 Other,185,506,691,Pakokku,MMR009018
 Total,83964,182223,266187,Pakokku,MMR009018
